"IDX_REPORTE","FECHA_REPORTE_C","SEXO","ESTADO_CIVIL","NIVEL_EDUCATIVO","ESTADO","EDAD_C","EDAD_G","ESTADO_CIVIL_G","NIVEL_EDUCATIVO_G","ANIO_REPORTE","FLAG"
"03-015176-0",NA,"Hombre","Soltera","Secundaria","Guerrero",28,"Juventud","Soltera","Medio",NA,0
"03-015177-0","2022-08-11","Hombre","Union libre","Tecnico","Sinaloa",42,"Adultez","Relacion","Desconocido",2022,0
"03-015184-0","2023-04-09","Hombre","Soltera","Secundaria","Michoacán de Ocampo",26,"Juventud","Soltera","Medio",2023,0
"03-015187-0",NA,"Hombre","Soltera","Maternal","Portal",1,"Niñez","Soltera","Desconocido",NA,0
"03-015194-0",NA,"Hombre","Casada","Primaria","Portal",37,"Adultez","Relacion","Basico",NA,0
"03-015198-0",NA,"Hombre","Soltera","Preparatoria","Veracruz de Ignacio de la Llave",64,"Adultez Mayor","Soltera","Medio",NA,0
"03-015242-1","2023-05-04","Mujer","Casada","Preparatoria","Hidalgo",29,"Juventud","Relacion","Medio",2023,0
"03-015252-0","2023-05-24","Mujer","Soltera","Licenciatura","Baja California Sur",39,"Adultez","Soltera","Superior",2023,0
"03-015276-0",NA,"Mujer","Union libre","Secundaria","Chihuahua",22,"Juventud","Relacion","Medio",NA,0
"03-015298-0","2015-06-30","Hombre","Casada","Tecnico","Guanajuato",34,"Adultez","Relacion","Desconocido",2015,0
"03-015312-0",NA,"Hombre","Soltera","Licenciatura","Portal",32,"Adultez","Soltera","Superior",NA,0
"03-015319-0","2017-01-27","Hombre","Soltera","Preparatoria","Sinaloa",28,"Juventud","Soltera","Medio",2017,0
"03-015330-0","2020-02-21","Hombre","Soltera","Secundaria","Zacatecas",25,"Juventud","Soltera","Medio",2020,0
"03-015332-0",NA,"Hombre","Soltera","Primaria","Portal",19,"Juventud","Soltera","Basico",NA,0
"03-015336-0",NA,"Mujer","Soltera","Licenciatura","Ciudad de México",28,"Juventud","Soltera","Superior",NA,0
"03-015339-0","2022-04-20","Hombre","Soltera","Secundaria","Durango",51,"Adultez","Soltera","Medio",2022,0
"03-015342-0","2010-11-25","Hombre","Casada","Secundaria","México",37,"Adultez","Relacion","Medio",2010,0
"03-015354-0","2023-04-17","Mujer","Union libre","Preparatoria","México",31,"Adultez","Relacion","Medio",2023,0
"03-015359-0",NA,"Hombre","Union libre","Primaria","Chihuahua",40,"Adultez","Relacion","Basico",NA,0
"03-015365-0","2021-06-07","Mujer","Soltera","Primaria","México",10,"Niñez","Soltera","Basico",2021,0
"03-015371-0",NA,"Hombre","Soltera","Preparatoria","Portal",38,"Adultez","Soltera","Medio",NA,0
"03-015373-0","2021-01-26","Mujer","Soltera","Secundaria","México",14,"Adolescencia","Soltera","Medio",2021,0
"03-015379-0",NA,"Hombre","Casada","Secundaria","Veracruz de Ignacio de la Llave",49,"Adultez","Relacion","Medio",NA,0
"03-015382-0",NA,"Hombre","Casada","Secundaria","Portal",60,"Adultez","Relacion","Medio",NA,0
"03-015383-0",NA,"Hombre","Union libre","Secundaria","Nacional",25,"Juventud","Relacion","Medio",NA,0
"03-015386-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",18,"Adolescencia","Soltera","Medio",NA,0
"03-015397-0","2019-12-17","Hombre","Soltera","Preparatoria","Ciudad de México",19,"Juventud","Soltera","Medio",2019,0
"03-015417-0","2022-08-16","Hombre","Soltera","Primaria","Puebla",33,"Adultez","Soltera","Basico",2022,0
"03-015424-0",NA,"Hombre","Soltera","Secundaria","Sinaloa",22,"Juventud","Soltera","Medio",NA,0
"03-015436-0",NA,"Hombre","Casada","Preparatoria","Portal",79,"Adultez Mayor","Relacion","Medio",NA,0
"03-015441-0",NA,"Hombre","Casada","Primaria","Portal",67,"Adultez Mayor","Relacion","Basico",NA,0
"03-015451-0",NA,"Hombre","Soltera","Secundaria","Nuevo León",15,"Adolescencia","Soltera","Medio",NA,0
"03-015452-0","2023-06-16","Hombre","Casada","Secundaria","Nayarit",46,"Adultez","Relacion","Medio",2023,0
"03-015463-0",NA,"Mujer","Soltera","Secundaria","Chihuahua",15,"Adolescencia","Soltera","Medio",NA,0
"03-015467-0",NA,"Hombre","Soltera","Preparatoria","Portal",17,"Adolescencia","Soltera","Medio",NA,0
"03-015500-0",NA,"Hombre","Soltera","Secundaria","Portal",13,"Adolescencia","Soltera","Medio",NA,0
"03-015502-0",NA,"Hombre","Concubina","Primaria","Veracruz de Ignacio de la Llave",39,"Adultez","Relacion","Basico",NA,0
"03-015512-0","2021-04-11","Hombre","Soltera","Secundaria","Baja California Sur",25,"Juventud","Soltera","Medio",2021,0
"03-015513-0",NA,"Hombre","Soltera","Sin escolaridad","Nuevo León",58,"Adultez","Soltera","Desconocido",NA,0
"03-015525-0","2023-08-01","Mujer","Soltera","Preparatoria","Nayarit",15,"Adolescencia","Soltera","Medio",2023,0
"03-015530-0","2019-02-26","Mujer","Soltera","Primaria","Ciudad de México",10,"Niñez","Soltera","Basico",2019,0
"03-015534-0",NA,"Mujer","Union libre","Licenciatura","Portal",23,"Juventud","Relacion","Superior",NA,0
"03-015546-0","2021-10-07","Hombre","Soltera","Primaria","México",30,"Juventud","Soltera","Basico",2021,0
"03-015554-0","2022-09-21","Hombre","Soltera","Preparatoria","Puebla",19,"Juventud","Soltera","Medio",2022,0
"03-015556-0",NA,"Hombre","Casada","Secundaria","Ciudad de México",58,"Adultez","Relacion","Medio",NA,0
"03-015561-0",NA,"Hombre","Soltera","Secundaria","Zacatecas",15,"Adolescencia","Soltera","Medio",NA,0
"03-015563-0","2023-07-20","Hombre","Soltera","Secundaria","México",42,"Adultez","Soltera","Medio",2023,0
"03-015589-0",NA,"Hombre","Union libre","Preparatoria","Portal",45,"Adultez","Relacion","Medio",NA,0
"03-015599-0",NA,"Hombre","Soltera","Preparatoria","Portal",25,"Juventud","Soltera","Medio",NA,0
"03-015601-0","2020-07-23","Hombre","Soltera","Primaria","Guerrero",21,"Juventud","Soltera","Basico",2020,0
"03-015612-0","2023-03-13","Hombre","Union libre","Primaria","Nacional",30,"Juventud","Relacion","Basico",2023,0
"03-015613-0",NA,"Hombre","Soltera","Preparatoria","Portal",0,"Desconocida","Soltera","Medio",NA,0
"03-015614-0",NA,"Hombre","Casada","Licenciatura","Portal",36,"Adultez","Relacion","Superior",NA,0
"03-015628-0","2023-01-11","Hombre","Separada","Secundaria","Michoacán de Ocampo",35,"Adultez","Separada/Divorciada","Medio",2023,0
"03-015630-0","2019-08-19","Hombre","Casada","Secundaria","Sinaloa",33,"Adultez","Relacion","Medio",2019,0
"03-015701-0","2019-03-19","Hombre","Casada","Secundaria","Ciudad de México",52,"Adultez","Relacion","Medio",2019,0
"03-015713-0",NA,"Mujer","Soltera","Primaria","Ciudad de México",13,"Adolescencia","Soltera","Basico",NA,0
"03-015715-0","2010-12-13","Hombre","Casada","Primaria","México",67,"Adultez Mayor","Relacion","Basico",2010,0
"03-015724-0","2023-07-27","Hombre","Union libre","Secundaria","Sinaloa",40,"Adultez","Relacion","Medio",2023,0
"03-015728-0","2023-01-13","Mujer","Union libre","Preparatoria","San Luis Potosí",29,"Juventud","Relacion","Medio",2023,0
"03-015736-0",NA,"Hombre","Soltera","Primaria","Portal",25,"Juventud","Soltera","Basico",NA,0
"03-015740-0","2022-10-19","Mujer","Soltera","Primaria","Portal",49,"Adultez","Soltera","Basico",2022,0
"03-015757-0","2020-10-07","Hombre","Soltera","Primaria","Ciudad de México",17,"Adolescencia","Soltera","Basico",2020,0
"03-015759-0","2019-10-21","Hombre","Soltera","Secundaria","Sinaloa",33,"Adultez","Soltera","Medio",2019,0
"03-015765-0","2011-01-12","Hombre","Casada","Licenciatura","México",32,"Adultez","Relacion","Superior",2011,0
"03-015775-0",NA,"Hombre","Union libre","Secundaria","Chihuahua",26,"Juventud","Relacion","Medio",NA,0
"03-015776-1","2020-02-12","Hombre","Soltera","Secundaria","Michoacán de Ocampo",21,"Juventud","Soltera","Medio",2020,0
"03-015781-0",NA,"Hombre","Union libre","Secundaria","Portal",33,"Adultez","Relacion","Medio",NA,0
"03-015790-0",NA,"Hombre","Casada","Secundaria","Portal",34,"Adultez","Relacion","Medio",NA,0
"03-015799-0",NA,"Hombre","Casada","Preparatoria","Portal",30,"Juventud","Relacion","Medio",NA,0
"03-015822-0","2019-02-05","Hombre","Soltera","Secundaria","Ciudad de México",32,"Adultez","Soltera","Medio",2019,0
"03-015823-0",NA,"Mujer","Soltera","Maternal","Nuevo León",2,"Niñez","Soltera","Desconocido",NA,0
"03-015838-0","2023-07-05","Hombre","Viuda","Sin escolaridad","Sinaloa",87,"Adultez Mayor","Desconocido","Desconocido",2023,0
"03-015854-0","2019-07-25","Hombre","Casada","Preparatoria","Querétaro",34,"Adultez","Relacion","Medio",2019,0
"03-015862-0",NA,"Hombre","Casada","Preparatoria","Portal",74,"Adultez Mayor","Relacion","Medio",NA,0
"03-015866-0","2019-12-23","Hombre","Soltera","Secundaria","Guanajuato",35,"Adultez","Soltera","Medio",2019,0
"03-015870-0","2016-07-12","Hombre","Casada","Licenciatura","Nacional",47,"Adultez","Relacion","Superior",2016,0
"03-015881-0",NA,"Hombre","Casada","Preparatoria","Portal",25,"Juventud","Relacion","Medio",NA,0
"03-015910-0",NA,"Mujer","Soltera","Primaria","Portal",10,"Niñez","Soltera","Basico",NA,0
"03-015915-0","2019-12-14","Hombre","Soltera","Secundaria","Ciudad de México",15,"Adolescencia","Soltera","Medio",2019,0
"03-015916-0","2022-07-14","Hombre","Soltera","Preparatoria","Guerrero",20,"Juventud","Soltera","Medio",2022,0
"03-015921-0",NA,"Hombre","Soltera","Secundaria","Ciudad de México",46,"Adultez","Soltera","Medio",NA,0
"03-015928-0","2022-10-14","Hombre","Union libre","Primaria","Zacatecas",25,"Juventud","Relacion","Basico",2022,0
"03-015934-0",NA,"Hombre","Soltera","Sin escolaridad","Nuevo León",7,"Niñez","Soltera","Desconocido",NA,0
"03-015940-0",NA,"Hombre","Soltera","Primaria","Veracruz de Ignacio de la Llave",23,"Juventud","Soltera","Basico",NA,0
"03-015945-0","2018-08-07","Hombre","Casada","Secundaria","Guanajuato",45,"Adultez","Relacion","Medio",2018,0
"03-015947-0",NA,"Hombre","Union libre","Secundaria","Portal",35,"Adultez","Relacion","Medio",NA,0
"03-015955-0","2020-09-10","Hombre","Concubina","Primaria","Guerrero",27,"Juventud","Relacion","Basico",2020,0
"03-015967-0",NA,"Hombre","Soltera","Secundaria","Portal",32,"Adultez","Soltera","Medio",NA,0
"03-015970-0",NA,"Mujer","Soltera","Preparatoria","Veracruz de Ignacio de la Llave",17,"Adolescencia","Soltera","Medio",NA,0
"03-015975-0","2022-04-09","Hombre","Union libre","Secundaria","Guerrero",32,"Adultez","Relacion","Medio",2022,0
"03-015980-0","2023-05-08","Mujer","Soltera","Secundaria","Sinaloa",16,"Adolescencia","Soltera","Medio",2023,0
"03-015981-0","2019-11-03","Mujer","Soltera","Primaria","Guanajuato",22,"Juventud","Soltera","Basico",2019,0
"03-015982-0","2020-10-20","Hombre","Casada","Preparatoria","Guerrero",45,"Adultez","Relacion","Medio",2020,0
"03-015985-0","2023-04-19","Hombre","Soltera","Primaria","Michoacán de Ocampo",35,"Adultez","Soltera","Basico",2023,0
"03-016001-0","2022-02-28","Hombre","Union libre","Preparatoria","Puebla",28,"Juventud","Relacion","Medio",2022,0
"03-016011-0","2022-11-11","Hombre","Soltera","Preparatoria","Ciudad de México",17,"Adolescencia","Soltera","Medio",2022,0
"03-016012-0",NA,"Hombre","Soltera","Preparatoria","Portal",22,"Juventud","Soltera","Medio",NA,0
"03-016030-0","2022-12-26","Mujer","Soltera","Licenciatura","Ciudad de México",28,"Juventud","Soltera","Superior",2022,0
"03-016030-1",NA,"Mujer","Soltera","Licenciatura","Portal",28,"Juventud","Soltera","Superior",NA,0
"03-016035-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",21,"Juventud","Soltera","Medio",NA,0
"03-016036-0",NA,"Mujer","Soltera","Primaria","Ciudad de México",15,"Adolescencia","Soltera","Basico",NA,0
"03-016038-0","2018-09-29","Hombre","Union libre","Secundaria","Sinaloa",22,"Juventud","Relacion","Medio",2018,0
"03-016041-0","2016-12-18","Mujer","Soltera","Preparatoria","Michoacán de Ocampo",16,"Adolescencia","Soltera","Medio",2016,0
"03-016049-0","2018-10-08","Hombre","Soltera","Primaria","Sinaloa",45,"Adultez","Soltera","Basico",2018,0
"03-016050-0","2020-10-02","Hombre","Union libre","Secundaria","Nacional",25,"Juventud","Relacion","Medio",2020,0
"03-016051-0","2021-07-06","Hombre","Soltera","Primaria","Querétaro",13,"Adolescencia","Soltera","Basico",2021,0
"03-016054-0","2022-05-12","Hombre","Union libre","Secundaria","Guerrero",62,"Adultez Mayor","Relacion","Medio",2022,0
"03-016061-0",NA,"Mujer","Union libre","Secundaria","Portal",18,"Adolescencia","Relacion","Medio",NA,0
"03-016068-0","2021-07-10","Hombre","Soltera","Preparatoria","San Luis Potosí",29,"Juventud","Soltera","Medio",2021,0
"03-016078-0","2023-07-26","Mujer","Viuda","Primaria","México",73,"Adultez Mayor","Desconocido","Basico",2023,0
"03-016082-0","2021-01-19","Hombre","Soltera","Secundaria","Baja California Sur",21,"Juventud","Soltera","Medio",2021,0
"03-016104-0",NA,"Mujer","Casada","Secundaria","Portal",19,"Juventud","Relacion","Medio",NA,0
"03-016109-0","2019-12-18","Hombre","Concubina","Preparatoria","Ciudad de México",28,"Juventud","Relacion","Medio",2019,0
"03-016114-0","2021-04-20","Hombre","Separada","Primaria","México",10,"Niñez","Separada/Divorciada","Basico",2021,0
"03-016126-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",22,"Juventud","Soltera","Medio",NA,0
"03-016152-0",NA,"Mujer","Soltera","Secundaria","Portal",51,"Adultez","Soltera","Medio",NA,0
"03-016173-0","2020-01-21","Hombre","Casada","Preparatoria","Sinaloa",52,"Adultez","Relacion","Medio",2020,0
"03-016175-0","2020-07-18","Hombre","Soltera","Licenciatura","Ciudad de México",25,"Juventud","Soltera","Superior",2020,0
"03-016193-0","2019-05-15","Hombre","Casada","Secundaria","Sinaloa",30,"Juventud","Relacion","Medio",2019,0
"03-016194-0",NA,"Hombre","Union libre","Primaria","Michoacán de Ocampo",55,"Adultez","Relacion","Basico",NA,0
"03-016208-0","2021-05-06","Hombre","Soltera","Secundaria","Zacatecas",13,"Adolescencia","Soltera","Medio",2021,0
"03-016212-0","2023-06-28","Mujer","Casada","Preparatoria","Michoacán de Ocampo",43,"Adultez","Relacion","Medio",2023,0
"03-016226-0",NA,"Hombre","Concubina","Preparatoria","Portal",35,"Adultez","Relacion","Medio",NA,0
"03-016228-0",NA,"Hombre","Union libre","Secundaria","Portal",37,"Adultez","Relacion","Medio",NA,0
"03-016229-0","2020-03-03","Mujer","Soltera","Preparatoria","Puebla",15,"Adolescencia","Soltera","Medio",2020,0
"03-016233-0","2022-10-31","Hombre","Soltera","Secundaria","Baja California Sur",37,"Adultez","Soltera","Medio",2022,0
"03-016236-0","2021-08-19","Mujer","Soltera","Primaria","México",23,"Juventud","Soltera","Basico",2021,0
"03-016238-0","2020-11-25","Mujer","Soltera","Primaria","Ciudad de México",9,"Niñez","Soltera","Basico",2020,0
"03-016241-0","2021-08-24","Hombre","Soltera","Primaria","México",9,"Niñez","Soltera","Basico",2021,0
"03-016256-0",NA,"Hombre","Casada","Primaria","Chihuahua",36,"Adultez","Relacion","Basico",NA,0
"03-016282-0",NA,"Hombre","Soltera","Secundaria","Ciudad de México",14,"Adolescencia","Soltera","Medio",NA,0
"03-016285-0",NA,"Hombre","Union libre","Secundaria","Portal",25,"Juventud","Relacion","Medio",NA,0
"03-016291-0","2019-10-04","Hombre","Soltera","Primaria","Sinaloa",43,"Adultez","Soltera","Basico",2019,0
"03-016296-0","2010-12-28","Hombre","Soltera","Preescolar","México",7,"Niñez","Soltera","Basico",2010,0
"03-016302-0","2022-07-07","Hombre","Soltera","Secundaria","Oaxaca",28,"Juventud","Soltera","Medio",2022,0
"03-016304-0","2021-05-17","Hombre","Soltera","Primaria","México",46,"Adultez","Soltera","Basico",2021,0
"03-016312-1","2022-12-21","Hombre","Casada","Primaria","Puebla",65,"Adultez Mayor","Relacion","Basico",2022,0
"03-016328-0","2018-12-05","Hombre","Casada","Secundaria","Guanajuato",37,"Adultez","Relacion","Medio",2018,0
"03-016332-0","2019-04-30","Hombre","Soltera","Primaria","Sinaloa",22,"Juventud","Soltera","Basico",2019,0
"03-016341-0",NA,"Hombre","Separada","Primaria","Nuevo León",28,"Juventud","Separada/Divorciada","Basico",NA,0
"03-016354-0","2020-07-29","Hombre","Casada","Primaria","Ciudad de México",67,"Adultez Mayor","Relacion","Basico",2020,0
"03-016355-0",NA,"Hombre","Sociedad en convivencia","Primaria","Portal",45,"Adultez","Relacion","Basico",NA,0
"03-016380-0","2018-08-21","Hombre","Separada","Preparatoria","Sinaloa",44,"Adultez","Separada/Divorciada","Medio",2018,0
"03-016391-1",NA,"Hombre","Soltera","Primaria","Portal",60,"Adultez","Soltera","Basico",NA,0
"03-016405-0","2022-07-06","Hombre","Concubina","Preparatoria","Oaxaca",31,"Adultez","Relacion","Medio",2022,0
"03-016412-0","2022-07-21","Mujer","Union libre","Secundaria","Zacatecas",24,"Juventud","Relacion","Medio",2022,0
"03-016413-0",NA,"Hombre","Casada","Primaria","Portal",66,"Adultez Mayor","Relacion","Basico",NA,0
"03-016430-0",NA,"Hombre","Casada","Preparatoria","Portal",42,"Adultez","Relacion","Medio",NA,0
"03-016441-0","2022-04-29","Mujer","Soltera","Secundaria","Guerrero",14,"Adolescencia","Soltera","Medio",2022,0
"03-016452-0","2023-07-05","Hombre","Union libre","Secundaria","Nayarit",19,"Juventud","Relacion","Medio",2023,0
"03-016469-0","2021-08-31","Mujer","Soltera","Secundaria","México",17,"Adolescencia","Soltera","Medio",2021,0
"03-016475-0",NA,"Hombre","Concubina","Primaria","Guerrero",24,"Juventud","Relacion","Basico",NA,0
"03-016490-0",NA,"Hombre","Union libre","Primaria","Veracruz de Ignacio de la Llave",21,"Juventud","Relacion","Basico",NA,0
"03-016493-0","2022-07-12","Hombre","Casada","Primaria","Sonora",57,"Adultez","Relacion","Basico",2022,0
"03-016494-0",NA,"Mujer","Soltera","Primaria","Portal",43,"Adultez","Soltera","Basico",NA,0
"03-016505-0","2023-01-09","Hombre","Concubina","Secundaria","San Luis Potosí",22,"Juventud","Relacion","Medio",2023,0
"03-016507-0","2022-06-23","Hombre","Soltera","Secundaria","Michoacán de Ocampo",14,"Adolescencia","Soltera","Medio",2022,0
"03-016514-0",NA,"Mujer","Divorciada","Primaria","Portal",73,"Adultez Mayor","Separada/Divorciada","Basico",NA,0
"03-016529-0","2019-09-05","Hombre","Union libre","Primaria","Guanajuato",44,"Adultez","Relacion","Basico",2019,0
"03-016547-0",NA,"Hombre","Casada","Secundaria","Chihuahua",27,"Juventud","Relacion","Medio",NA,0
"03-016566-0",NA,"Hombre","Casada","Preparatoria","Portal",46,"Adultez","Relacion","Medio",NA,0
"03-016588-0",NA,"Hombre","Casada","Preparatoria","Portal",25,"Juventud","Relacion","Medio",NA,0
"03-016598-0","2021-11-29","Mujer","Concubina","Primaria","Guerrero",46,"Adultez","Relacion","Basico",2021,0
"03-016606-0","2019-03-29","Hombre","Casada","Secundaria","Ciudad de México",40,"Adultez","Relacion","Medio",2019,0
"04-016632-0","2020-02-25","Mujer","Union libre","Primaria","Guanajuato",22,"Juventud","Relacion","Basico",2020,0
"04-016640-0",NA,"Mujer","Soltera","Primaria","Veracruz de Ignacio de la Llave",16,"Adolescencia","Soltera","Basico",NA,0
"04-016655-0",NA,"Mujer","Soltera","Preparatoria","Portal",18,"Adolescencia","Soltera","Medio",NA,0
"04-016677-0","2020-09-01","Hombre","Concubina","Primaria","Guerrero",36,"Adultez","Relacion","Basico",2020,0
"04-016685-0","2018-06-19","Hombre","Casada","Preparatoria","Coahuila de Zaragoza",34,"Adultez","Relacion","Medio",2018,0
"04-016696-0",NA,"Hombre","Soltera","Primaria","Veracruz de Ignacio de la Llave",24,"Juventud","Soltera","Basico",NA,0
"04-016698-0","2023-06-09","Mujer","Soltera","Primaria","México",12,"Niñez","Soltera","Basico",2023,0
"04-016719-0",NA,"Mujer","Soltera","Sin escolaridad","Nuevo León",2,"Niñez","Soltera","Desconocido",NA,0
"04-016723-0","2022-10-17","Hombre","Soltera","Primaria","Portal",56,"Adultez","Soltera","Basico",2022,0
"04-016737-0","2022-06-06","Hombre","Soltera","Secundaria","Zacatecas",37,"Adultez","Soltera","Medio",2022,0
"04-016742-0",NA,"Hombre","Concubina","Secundaria","Portal",31,"Adultez","Relacion","Medio",NA,0
"04-016749-0",NA,"Hombre","Soltera","Preparatoria","Chihuahua",23,"Juventud","Soltera","Medio",NA,0
"04-016754-0","2023-05-12","Mujer","Soltera","Preparatoria","Portal",20,"Juventud","Soltera","Medio",2023,0
"04-016765-0","2022-09-12","Hombre","Soltera","Secundaria","Guerrero",18,"Adolescencia","Soltera","Medio",2022,0
"04-016788-0","2022-08-03","Hombre","Soltera","Secundaria","Portal",14,"Adolescencia","Soltera","Medio",2022,0
"04-016799-0",NA,"Hombre","Soltera","Primaria","Coahuila de Zaragoza",55,"Adultez","Soltera","Basico",NA,0
"04-016805-0","2011-02-28","Mujer","Casada","Secundaria","México",50,"Adultez","Relacion","Medio",2011,0
"04-016809-0","2021-05-25","Hombre","Divorciada","Secundaria","México",53,"Adultez","Separada/Divorciada","Medio",2021,0
"04-016819-0","2022-05-20","Hombre","Soltera","Secundaria","Guerrero",21,"Juventud","Soltera","Medio",2022,0
"04-016821-0","2018-10-24","Hombre","Union libre","Licenciatura","Guanajuato",32,"Adultez","Relacion","Superior",2018,0
