"IDX_REPORTE","FECHA_REPORTE_C","SEXO","ESTADO_CIVIL","NIVEL_EDUCATIVO","ESTADO","EDAD_C","EDAD_G","ESTADO_CIVIL_G","NIVEL_EDUCATIVO_G","ANIO_REPORTE","FLAG"
"15-082146-1",NA,"Hombre","Soltera","Secundaria","Michoacán de Ocampo",36,"Adultez","Soltera","Medio",NA,0
"15-082147-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",22,"Juventud","Soltera","Medio",NA,0
"15-082157-0","2023-06-16","Hombre","Union libre","Primaria","Hidalgo",34,"Adultez","Relacion","Basico",2023,0
"15-082167-0",NA,"Mujer","Concubina","Secundaria","Portal",39,"Adultez","Relacion","Medio",NA,0
"15-082173-0","2008-12-01","Mujer","Casada","Primaria","Coahuila de Zaragoza",46,"Adultez","Relacion","Basico",2008,0
"15-082175-0",NA,"Mujer","Soltera","Preparatoria","Nacional",41,"Adultez","Soltera","Medio",NA,0
"15-082185-0","2021-05-03","Hombre","Union libre","Secundaria","México",27,"Juventud","Relacion","Medio",2021,0
"15-082192-0",NA,"Mujer","Casada","Preparatoria","Portal",31,"Adultez","Relacion","Medio",NA,0
"15-082193-0","2022-11-14","Hombre","Soltera","Primaria","Puebla",28,"Juventud","Soltera","Basico",2022,0
"15-082218-1","2022-07-26","Hombre","Soltera","Preparatoria","Puebla",62,"Adultez Mayor","Soltera","Medio",2022,0
"15-082248-0",NA,"Hombre","Soltera","Preparatoria","Portal",31,"Adultez","Soltera","Medio",NA,0
"15-082249-0","2020-05-08","Hombre","Casada","Primaria","Michoacán de Ocampo",24,"Juventud","Relacion","Basico",2020,0
"15-082252-0","2021-06-03","Hombre","Casada","Licenciatura","Querétaro",39,"Adultez","Relacion","Superior",2021,0
"15-082263-0",NA,"Hombre","Casada","Preparatoria","Veracruz de Ignacio de la Llave",33,"Adultez","Relacion","Medio",NA,0
"15-082267-0","2012-12-04","Mujer","Casada","Primaria","México",29,"Juventud","Relacion","Basico",2012,0
"15-082291-0",NA,"Hombre","Casada","Primaria","Portal",65,"Adultez Mayor","Relacion","Basico",NA,0
"15-082297-0","2021-04-18","Hombre","Soltera","Primaria","Michoacán de Ocampo",19,"Juventud","Soltera","Basico",2021,0
"15-082321-0","2019-03-10","Mujer","Casada","Primaria","Ciudad de México",24,"Juventud","Relacion","Basico",2019,0
"15-082327-0","2018-10-31","Hombre","Union libre","Primaria","Sinaloa",37,"Adultez","Relacion","Basico",2018,0
"15-082329-0",NA,"Hombre","Casada","Licenciatura","Nuevo León",33,"Adultez","Relacion","Superior",NA,0
"15-082330-0","2011-12-07","Mujer","Soltera","Primaria","México",14,"Adolescencia","Soltera","Basico",2011,0
"15-082344-0","2019-11-16","Hombre","Soltera","Primaria","Ciudad de México",29,"Juventud","Soltera","Basico",2019,0
"15-082346-0",NA,"Hombre","Casada","Preparatoria","Portal",41,"Adultez","Relacion","Medio",NA,0
"15-082360-0","2021-07-23","Hombre","Concubina","Sin escolaridad","Guerrero",28,"Juventud","Relacion","Desconocido",2021,0
"15-082372-0",NA,"Hombre","Soltera","Preparatoria","Portal",21,"Juventud","Soltera","Medio",NA,0
"15-082376-0",NA,"Mujer","Soltera","Secundaria","Guerrero",20,"Juventud","Soltera","Medio",NA,0
"15-082379-0",NA,"Hombre","Union libre","Secundaria","Nuevo León",26,"Juventud","Relacion","Medio",NA,0
"15-082385-0","2023-05-23","Hombre","Soltera","Primaria","Baja California Sur",34,"Adultez","Soltera","Basico",2023,0
"15-082393-0",NA,"Mujer","Viuda","Sin escolaridad","Portal",71,"Adultez Mayor","Desconocido","Desconocido",NA,0
"15-082395-0",NA,"Hombre","Casada","Preparatoria","Nuevo León",42,"Adultez","Relacion","Medio",NA,0
"15-082401-0","2015-09-16","Mujer","Union libre","Primaria","Puebla",41,"Adultez","Relacion","Basico",2015,0
"15-082402-0",NA,"Hombre","Casada","Primaria","Veracruz de Ignacio de la Llave",49,"Adultez","Relacion","Basico",NA,0
"15-082417-0","2020-10-29","Mujer","Soltera","Secundaria","Ciudad de México",17,"Adolescencia","Soltera","Medio",2020,0
"15-082432-0","2011-12-09","Hombre","Casada","Primaria","Nacional",66,"Adultez Mayor","Relacion","Basico",2011,0
"15-082437-0","2023-05-10","Hombre","Soltera","Sin escolaridad","Sinaloa",22,"Juventud","Soltera","Desconocido",2023,0
"15-082443-0","2020-03-22","Hombre","Casada","Primaria","Guanajuato",46,"Adultez","Relacion","Basico",2020,0
"15-082455-0","2023-03-29","Hombre","Casada","Primaria","Sinaloa",44,"Adultez","Relacion","Basico",2023,0
"15-082464-0",NA,"Mujer","Union libre","Primaria","Portal",39,"Adultez","Relacion","Basico",NA,0
"15-082482-0","2023-04-18","Hombre","Soltera","Secundaria","Zacatecas",19,"Juventud","Soltera","Medio",2023,0
"15-082492-0",NA,"Hombre","Union libre","Tecnico","Nacional",30,"Juventud","Relacion","Desconocido",NA,0
"15-082496-0",NA,"Hombre","Soltera","Sin escolaridad","Quintana Roo",30,"Juventud","Soltera","Desconocido",NA,0
"15-082502-0","2022-12-08","Hombre","Soltera","Primaria","Portal",37,"Adultez","Soltera","Basico",2022,0
"15-082506-0","2020-11-27","Hombre","Soltera","Preparatoria","Ciudad de México",24,"Juventud","Soltera","Medio",2020,0
"15-082511-0","2019-11-05","Hombre","Casada","Preparatoria","Guanajuato",31,"Adultez","Relacion","Medio",2019,0
"15-082523-0","2023-04-28","Hombre","Soltera","Sin escolaridad","Sinaloa",72,"Adultez Mayor","Soltera","Desconocido",2023,0
"15-082537-0","2020-06-15","Hombre","Soltera","Primaria","Ciudad de México",43,"Adultez","Soltera","Basico",2020,0
"15-082552-0",NA,"Hombre","Casada","Preparatoria","Veracruz de Ignacio de la Llave",49,"Adultez","Relacion","Medio",NA,0
"15-082558-0","2020-04-26","Hombre","Soltera","Secundaria","Guanajuato",21,"Juventud","Soltera","Medio",2020,0
"15-082565-0",NA,"Hombre","Casada","Preparatoria","Nacional",37,"Adultez","Relacion","Medio",NA,0
"15-082568-0","2022-08-31","Hombre","Soltera","Secundaria","Sonora",38,"Adultez","Soltera","Medio",2022,0
"15-082574-1","2020-04-10","Hombre","Casada","Preparatoria","Michoacán de Ocampo",45,"Adultez","Relacion","Medio",2020,0
"15-082582-0","2023-06-09","Hombre","Casada","Primaria","México",40,"Adultez","Relacion","Basico",2023,0
"15-082591-0",NA,"Hombre","Soltera","Preparatoria","Portal",33,"Adultez","Soltera","Medio",NA,0
"15-082617-0",NA,"Hombre","Soltera","Preparatoria","Nacional",39,"Adultez","Soltera","Medio",NA,0
"15-082631-0","2022-11-17","Hombre","Soltera","Secundaria","Puebla",35,"Adultez","Soltera","Medio",2022,0
"15-082632-0",NA,"Hombre","Soltera","Primaria","Portal",69,"Adultez Mayor","Soltera","Basico",NA,0
"15-082634-0","2022-01-24","Hombre","Soltera","Secundaria","Portal",44,"Adultez","Soltera","Medio",2022,0
"15-082635-0","2022-10-24","Hombre","Concubina","Licenciatura","Ciudad de México",43,"Adultez","Relacion","Superior",2022,0
"15-082636-0",NA,"Hombre","Concubina","Preparatoria","Portal",30,"Juventud","Relacion","Medio",NA,0
"15-082638-0",NA,"Hombre","Soltera","Primaria","Portal",25,"Juventud","Soltera","Basico",NA,0
"15-082649-0",NA,"Hombre","Union libre","Primaria","Veracruz de Ignacio de la Llave",17,"Adolescencia","Relacion","Basico",NA,0
"15-082652-0","2018-09-06","Hombre","Soltera","Secundaria","Sinaloa",23,"Juventud","Soltera","Medio",2018,0
"15-082654-0",NA,"Mujer","Union libre","Primaria","Portal",38,"Adultez","Relacion","Basico",NA,0
"15-082662-0","2021-08-16","Hombre","Casada","Secundaria","Oaxaca",50,"Adultez","Relacion","Medio",2021,0
"15-082664-0","2022-12-02","Hombre","Soltera","Secundaria","San Luis Potosí",43,"Adultez","Soltera","Medio",2022,0
"15-082667-0","2022-11-15","Mujer","Soltera","Primaria","Sinaloa",15,"Adolescencia","Soltera","Basico",2022,0
"15-082669-0",NA,"Mujer","Soltera","Preparatoria","México",16,"Adolescencia","Soltera","Medio",NA,0
"15-082672-0",NA,"Hombre","Soltera","Primaria","Chihuahua",25,"Juventud","Soltera","Basico",NA,0
"15-082700-0","2020-10-05","Hombre","Soltera","Primaria","Guerrero",10,"Niñez","Soltera","Basico",2020,0
"15-082705-0",NA,"Hombre","Concubina","Preparatoria","Portal",33,"Adultez","Relacion","Medio",NA,0
"15-082714-0",NA,"Hombre","Soltera","Primaria","Chihuahua",20,"Juventud","Soltera","Basico",NA,0
"15-082717-0","2020-12-19","Hombre","Union libre","Secundaria","México",52,"Adultez","Relacion","Medio",2020,0
"15-082737-0","2023-03-15","Hombre","Union libre","Secundaria","México",34,"Adultez","Relacion","Medio",2023,0
"15-082745-0","2022-06-14","Mujer","Soltera","Primaria","Ciudad de México",13,"Adolescencia","Soltera","Basico",2022,0
"15-082753-0","2020-10-18","Hombre","Soltera","Secundaria","Ciudad de México",53,"Adultez","Soltera","Medio",2020,0
"15-082767-0","2021-02-22","Hombre","Soltera","Primaria","Guerrero",28,"Juventud","Soltera","Basico",2021,0
"15-082779-0",NA,"Mujer","Casada","Licenciatura","Portal",32,"Adultez","Relacion","Superior",NA,0
"15-082813-0",NA,"Hombre","Casada","Preparatoria","Veracruz de Ignacio de la Llave",40,"Adultez","Relacion","Medio",NA,0
"15-082822-0",NA,"Hombre","Concubina","Preparatoria","Portal",34,"Adultez","Relacion","Medio",NA,0
"15-082827-0","2023-01-20","Hombre","Concubina","Preparatoria","Michoacán de Ocampo",23,"Juventud","Relacion","Medio",2023,0
"15-082835-0","2023-04-11","Hombre","Divorciada","Licenciatura","Nayarit",58,"Adultez","Separada/Divorciada","Superior",2023,0
"15-082838-0","2022-05-24","Hombre","Casada","Preparatoria","Nacional",42,"Adultez","Relacion","Medio",2022,0
"15-082858-0","2022-02-14","Mujer","Soltera","Preparatoria","Michoacán de Ocampo",27,"Juventud","Soltera","Medio",2022,0
"15-082863-0",NA,"Hombre","Union libre","Secundaria","Portal",30,"Juventud","Relacion","Medio",NA,0
"15-082865-0","2023-05-25","Mujer","Soltera","Primaria","Nayarit",15,"Adolescencia","Soltera","Basico",2023,0
"15-082866-0","2020-10-10","Hombre","Casada","Secundaria","Portal",44,"Adultez","Relacion","Medio",2020,0
"15-082889-0","2022-06-27","Hombre","Soltera","Primaria","Michoacán de Ocampo",15,"Adolescencia","Soltera","Basico",2022,0
"15-082903-0","2023-06-26","Hombre","Soltera","Secundaria","México",16,"Adolescencia","Soltera","Medio",2023,0
"15-082908-0","2020-05-29","Hombre","Casada","Secundaria","Guanajuato",56,"Adultez","Relacion","Medio",2020,0
"15-082922-0","2019-12-19","Hombre","Soltera","Preparatoria","Guanajuato",17,"Adolescencia","Soltera","Medio",2019,0
"15-082927-0","2022-09-09","Hombre","Casada","Preparatoria","Guerrero",29,"Juventud","Relacion","Medio",2022,0
"15-082929-0","2023-04-22","Hombre","Casada","Primaria","Michoacán de Ocampo",44,"Adultez","Relacion","Basico",2023,0
"15-082940-0","2023-06-25","Hombre","Soltera","Secundaria","Michoacán de Ocampo",15,"Adolescencia","Soltera","Medio",2023,0
"15-082946-0","2020-07-14","Hombre","Casada","Primaria","México",46,"Adultez","Relacion","Basico",2020,0
"15-082947-0",NA,"Hombre","Soltera","Secundaria","Chihuahua",18,"Adolescencia","Soltera","Medio",NA,0
"15-082966-0","2022-12-29","Mujer","Soltera","Secundaria","Ciudad de México",22,"Juventud","Soltera","Medio",2022,0
"15-082995-0","2021-01-15","Hombre","Casada","Secundaria","Portal",36,"Adultez","Relacion","Medio",2021,0
"15-083017-0","2022-09-27","Mujer","Soltera","Licenciatura","Baja California Sur",43,"Adultez","Soltera","Superior",2022,0
"15-083024-0",NA,"Hombre","Casada","Preparatoria","Portal",31,"Adultez","Relacion","Medio",NA,0
"15-083026-0","2021-03-26","Hombre","Casada","Preparatoria","México",27,"Juventud","Relacion","Medio",2021,0
"15-083040-0","2022-10-22","Mujer","Soltera","Secundaria","Ciudad de México",17,"Adolescencia","Soltera","Medio",2022,0
"15-083047-0","2020-07-08","Hombre","Separada","Preparatoria","Guanajuato",41,"Adultez","Separada/Divorciada","Medio",2020,0
"15-083063-1",NA,"Mujer","Soltera","Secundaria","Baja California Sur",20,"Juventud","Soltera","Medio",NA,0
"15-083064-0","2018-11-16","Hombre","Soltera","Secundaria","Guanajuato",49,"Adultez","Soltera","Medio",2018,0
"15-083066-0","2020-05-18","Hombre","Soltera","Secundaria","Guanajuato",17,"Adolescencia","Soltera","Medio",2020,0
"16-083078-0","2020-10-02","Hombre","Casada","Primaria","Guerrero",63,"Adultez Mayor","Relacion","Basico",2020,0
"16-083082-0","2021-09-30","Mujer","Soltera","Preparatoria","México",26,"Juventud","Soltera","Medio",2021,0
"16-083084-0",NA,"Hombre","Casada","Preparatoria","Portal",56,"Adultez","Relacion","Medio",NA,0
"16-083102-0",NA,"Mujer","Soltera","Secundaria","Ciudad de México",28,"Juventud","Soltera","Medio",NA,0
"16-083106-0","2020-12-14","Hombre","Soltera","Secundaria","México",17,"Adolescencia","Soltera","Medio",2020,0
"16-083110-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",21,"Juventud","Soltera","Medio",NA,0
"16-083111-0","2011-03-31","Hombre","Soltera","Primaria","México",21,"Juventud","Soltera","Basico",2011,0
"16-083124-0",NA,"Hombre","Soltera","Preparatoria","Portal",26,"Juventud","Soltera","Medio",NA,0
"16-083126-0",NA,"Hombre","Casada","Tecnico","Portal",41,"Adultez","Relacion","Desconocido",NA,0
"16-083156-0",NA,"Hombre","Soltera","Primaria","Baja California Sur",32,"Adultez","Soltera","Basico",NA,0
"16-083157-0","2020-05-21","Hombre","Divorciada","Primaria","Michoacán de Ocampo",39,"Adultez","Separada/Divorciada","Basico",2020,0
"16-083159-0","2021-01-27","Mujer","Soltera","Secundaria","México",18,"Adolescencia","Soltera","Medio",2021,0
"16-083166-0","2023-06-28","Mujer","Soltera","Licenciatura","México",24,"Juventud","Soltera","Superior",2023,0
"16-083167-0",NA,"Mujer","Soltera","Preparatoria","Veracruz de Ignacio de la Llave",19,"Juventud","Soltera","Medio",NA,0
"16-083185-0",NA,"Mujer","Soltera","Primaria","Veracruz de Ignacio de la Llave",38,"Adultez","Soltera","Basico",NA,0
"16-083193-0","2020-07-03","Hombre","Union libre","Secundaria","Zacatecas",22,"Juventud","Relacion","Medio",2020,0
"16-083200-0",NA,"Hombre","Casada","Primaria","Michoacán de Ocampo",36,"Adultez","Relacion","Basico",NA,0
"16-083206-0","2021-01-28","Mujer","Soltera","Secundaria","México",14,"Adolescencia","Soltera","Medio",2021,0
"16-083235-0",NA,"Mujer","Soltera","Preparatoria","Veracruz de Ignacio de la Llave",22,"Juventud","Soltera","Medio",NA,0
"16-083239-0","2022-11-04","Mujer","Soltera","Primaria","Zacatecas",13,"Adolescencia","Soltera","Basico",2022,0
"16-083241-0",NA,"Hombre","Union libre","Secundaria","Portal",21,"Juventud","Relacion","Medio",NA,0
"16-083251-0","2021-05-13","Mujer","Union libre","Secundaria","México",27,"Juventud","Relacion","Medio",2021,0
"16-083267-0","2020-03-11","Hombre","Soltera","Primaria","Guanajuato",15,"Adolescencia","Soltera","Basico",2020,0
"16-083273-0","2023-06-15","Hombre","Soltera","Licenciatura","Ciudad de México",48,"Adultez","Soltera","Superior",2023,0
"16-083285-0",NA,"Hombre","Soltera","Preparatoria","Chihuahua",16,"Adolescencia","Soltera","Medio",NA,0
"16-083287-0","2023-01-30","Hombre","Soltera","Secundaria","Sinaloa",29,"Juventud","Soltera","Medio",2023,0
"16-083295-0","2023-04-01","Hombre","Union libre","Preparatoria","Zacatecas",30,"Juventud","Relacion","Medio",2023,0
"16-083309-0","2023-04-05","Hombre","Soltera","Preparatoria","Puebla",29,"Juventud","Soltera","Medio",2023,0
"16-083330-0","2010-03-12","Mujer","Soltera","Sin escolaridad","México",21,"Juventud","Soltera","Desconocido",2010,0
"16-083350-0","2023-06-15","Mujer","Soltera","Preparatoria","Ciudad de México",16,"Adolescencia","Soltera","Medio",2023,0
"16-083367-0","2019-12-11","Hombre","Soltera","Secundaria","Ciudad de México",15,"Adolescencia","Soltera","Medio",2019,0
"16-083403-0",NA,"Hombre","Soltera","Secundaria","Nuevo León",20,"Juventud","Soltera","Medio",NA,0
"16-083404-0",NA,"Hombre","Soltera","Secundaria","Portal",22,"Juventud","Soltera","Medio",NA,0
"16-083414-0","2023-04-18","Hombre","Soltera","Secundaria","Zacatecas",24,"Juventud","Soltera","Medio",2023,0
"16-083425-0",NA,"Hombre","Soltera","Primaria","Portal",15,"Adolescencia","Soltera","Basico",NA,0
"16-083431-0","2023-07-28","Hombre","Casada","Preparatoria","Sinaloa",43,"Adultez","Relacion","Medio",2023,0
"16-083433-0",NA,"Mujer","Soltera","Preparatoria","Portal",17,"Adolescencia","Soltera","Medio",NA,0
"16-083439-0","2022-07-16","Hombre","Soltera","Secundaria","Ciudad de México",16,"Adolescencia","Soltera","Medio",2022,0
"16-083440-0",NA,"Hombre","Soltera","Secundaria","Portal",26,"Juventud","Soltera","Medio",NA,0
"16-083446-0",NA,"Mujer","Union libre","Primaria","Portal",21,"Juventud","Relacion","Basico",NA,0
"16-083451-0",NA,"Mujer","Divorciada","Preparatoria","Portal",52,"Adultez","Separada/Divorciada","Medio",NA,0
"16-083458-0","2021-05-17","Hombre","Soltera","Secundaria","Zacatecas",33,"Adultez","Soltera","Medio",2021,0
"16-083466-0",NA,"Hombre","Soltera","Primaria","Portal",25,"Juventud","Soltera","Basico",NA,0
"16-083467-0","2021-08-06","Hombre","Casada","Preparatoria","Guerrero",22,"Juventud","Relacion","Medio",2021,0
"16-083480-1",NA,"Hombre","Casada","Primaria","Portal",27,"Juventud","Relacion","Basico",NA,0
"16-083485-0",NA,"Mujer","Soltera","Preparatoria","Portal",96,"Adultez Mayor","Soltera","Medio",NA,0
"16-083492-0",NA,"Mujer","Soltera","Secundaria","Chihuahua",18,"Adolescencia","Soltera","Medio",NA,0
"16-083494-0","2019-01-11","Mujer","Soltera","Primaria","Ciudad de México",10,"Niñez","Soltera","Basico",2019,0
"16-083495-0","2021-12-08","Hombre","Casada","Secundaria","Portal",43,"Adultez","Relacion","Medio",2021,0
"16-083499-0",NA,"Mujer","Soltera","Sin escolaridad","Portal",32,"Adultez","Soltera","Desconocido",NA,0
"16-083500-0","2019-09-26","Hombre","Casada","Secundaria","Guanajuato",31,"Adultez","Relacion","Medio",2019,0
"16-083502-0","2021-04-16","Hombre","Soltera","Primaria","Puebla",36,"Adultez","Soltera","Basico",2021,0
"16-083520-0","2021-08-26","Hombre","Soltera","Secundaria","México",65,"Adultez Mayor","Soltera","Medio",2021,0
"16-083521-0","2013-09-06","Hombre","Soltera","Licenciatura","Nacional",22,"Juventud","Soltera","Superior",2013,0
"16-083526-0","2019-09-17","Hombre","Soltera","Preparatoria","Michoacán de Ocampo",19,"Juventud","Soltera","Medio",2019,0
"16-083535-0",NA,"Mujer","Soltera","Secundaria","Ciudad de México",13,"Adolescencia","Soltera","Medio",NA,0
"16-083547-0",NA,"Hombre","Soltera","Preparatoria","Veracruz de Ignacio de la Llave",25,"Juventud","Soltera","Medio",NA,0
"16-083550-0","2019-05-18","Hombre","Union libre","Primaria","Guanajuato",22,"Juventud","Relacion","Basico",2019,0
"16-083552-0","2021-02-26","Mujer","Soltera","Primaria","Guerrero",13,"Adolescencia","Soltera","Basico",2021,0
"16-083577-0",NA,"Hombre","Viuda","Primaria","Portal",81,"Adultez Mayor","Desconocido","Basico",NA,0
"16-083590-0","2021-05-03","Hombre","Casada","Secundaria","Querétaro",46,"Adultez","Relacion","Medio",2021,0
"16-083593-0",NA,"Hombre","Soltera","Primaria","Chihuahua",35,"Adultez","Soltera","Basico",NA,0
"16-083595-0",NA,"Mujer","Union libre","Preparatoria","Nacional",25,"Juventud","Relacion","Medio",NA,0
"16-083597-0","2023-04-20","Hombre","Concubina","Preparatoria","Oaxaca",28,"Juventud","Relacion","Medio",2023,0
"16-083616-0","2020-08-08","Hombre","Soltera","Primaria","Portal",57,"Adultez","Soltera","Basico",2020,0
"16-083618-0",NA,"Hombre","Soltera","Primaria","Portal",23,"Juventud","Soltera","Basico",NA,0
"16-083619-0",NA,"Hombre","Soltera","Licenciatura","Chihuahua",41,"Adultez","Soltera","Superior",NA,0
"16-083621-1",NA,"Mujer","Soltera","Preparatoria","Portal",48,"Adultez","Soltera","Medio",NA,0
"16-083626-0",NA,"Hombre","Soltera","Primaria","Veracruz de Ignacio de la Llave",54,"Adultez","Soltera","Basico",NA,0
"16-083634-0","2021-08-19","Hombre","Soltera","Preescolar","México",4,"Niñez","Soltera","Basico",2021,0
"16-083637-0","2020-05-18","Hombre","Soltera","Sin escolaridad","Guanajuato",58,"Adultez","Soltera","Desconocido",2020,0
"16-083639-0","2021-08-23","Hombre","Soltera","Sin escolaridad","México",14,"Adolescencia","Soltera","Desconocido",2021,0
"16-083645-0","2021-05-15","Hombre","Union libre","Primaria","Ciudad de México",42,"Adultez","Relacion","Basico",2021,0
"16-083647-0","2022-12-14","Hombre","Soltera","Preparatoria","Nacional",35,"Adultez","Soltera","Medio",2022,0
"16-083652-0","2021-09-03","Hombre","Union libre","Primaria","Querétaro",27,"Juventud","Relacion","Basico",2021,0
"16-083666-0","2020-10-13","Hombre","Soltera","Secundaria","Baja California Sur",27,"Juventud","Soltera","Medio",2020,0
"16-083670-0","2022-08-21","Mujer","Separada","Secundaria","Portal",34,"Adultez","Separada/Divorciada","Medio",2022,0
"16-083673-0","2018-07-15","Hombre","Soltera","Preparatoria","Sinaloa",22,"Juventud","Soltera","Medio",2018,0
"16-083675-0",NA,"Hombre","Soltera","Licenciatura","Portal",37,"Adultez","Soltera","Superior",NA,0
"16-083679-0","2020-09-04","Hombre","Separada","Secundaria","México",42,"Adultez","Separada/Divorciada","Medio",2020,0
"16-083696-0","2020-03-23","Hombre","Union libre","Primaria","Guanajuato",21,"Juventud","Relacion","Basico",2020,0
"16-083698-0",NA,"Hombre","Casada","Primaria","Sinaloa",39,"Adultez","Relacion","Basico",NA,0
"16-083702-0",NA,"Mujer","Soltera","Secundaria","Ciudad de México",13,"Adolescencia","Soltera","Medio",NA,0
"16-083709-0","2019-02-14","Hombre","Soltera","Preparatoria","Ciudad de México",51,"Adultez","Soltera","Medio",2019,0
"16-083729-0",NA,"Hombre","Divorciada","Preparatoria","Portal",36,"Adultez","Separada/Divorciada","Medio",NA,0
"16-083756-0","2018-05-15","Hombre","Union libre","Preparatoria","Coahuila de Zaragoza",20,"Juventud","Relacion","Medio",2018,0
"16-083765-0","2020-12-01","Hombre","Casada","Preparatoria","Querétaro",42,"Adultez","Relacion","Medio",2020,0
"16-083767-0","2023-06-15","Hombre","Soltera","Primaria","Michoacán de Ocampo",25,"Juventud","Soltera","Basico",2023,0
"16-083771-0",NA,"Mujer","Union libre","Primaria","Portal",29,"Juventud","Relacion","Basico",NA,0
"16-083776-0","2019-03-19","Hombre","Soltera","Primaria","Ciudad de México",57,"Adultez","Soltera","Basico",2019,0
"16-083785-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",23,"Juventud","Soltera","Medio",NA,0
"16-083800-0",NA,"Mujer","Union libre","Preparatoria","Portal",36,"Adultez","Relacion","Medio",NA,0
"16-083812-0",NA,"Hombre","Casada","Preparatoria","Portal",43,"Adultez","Relacion","Medio",NA,0
"16-083816-0","2023-05-15","Mujer","Soltera","Secundaria","Michoacán de Ocampo",13,"Adolescencia","Soltera","Medio",2023,0
"16-083831-0","2023-07-28","Hombre","Soltera","Primaria","Hidalgo",13,"Adolescencia","Soltera","Basico",2023,0
"16-083838-0",NA,"Hombre","Soltera","Secundaria","Nacional",22,"Juventud","Soltera","Medio",NA,0
"16-083844-0","2022-10-14","Mujer","Soltera","Secundaria","Oaxaca",21,"Juventud","Soltera","Medio",2022,0
"16-083847-0","2023-06-25","Hombre","Union libre","Secundaria","Sinaloa",33,"Adultez","Relacion","Medio",2023,0
"16-083858-0",NA,"Hombre","Union libre","Preparatoria","Sinaloa",36,"Adultez","Relacion","Medio",NA,0
"16-083878-0","2021-02-03","Hombre","Union libre","Primaria","Morelos",42,"Adultez","Relacion","Basico",2021,0
"16-083879-0","2020-01-08","Hombre","Soltera","Licenciatura","Coahuila de Zaragoza",48,"Adultez","Soltera","Superior",2020,0
"16-083887-0",NA,"Hombre","Casada","Preparatoria","Portal",53,"Adultez","Relacion","Medio",NA,0
"16-083906-0",NA,"Hombre","Soltera","Secundaria","Veracruz de Ignacio de la Llave",25,"Juventud","Soltera","Medio",NA,0
"16-083907-0",NA,"Hombre","Casada","Sin escolaridad","Guerrero",71,"Adultez Mayor","Relacion","Desconocido",NA,0
"16-083933-0","2023-01-02","Hombre","Soltera","Secundaria","Sonora",37,"Adultez","Soltera","Medio",2023,0
"16-083934-0","2022-12-09","Hombre","Soltera","Preparatoria","Michoacán de Ocampo",34,"Adultez","Soltera","Medio",2022,0
"16-083937-0",NA,"Hombre","Union libre","Tecnico","Nacional",27,"Juventud","Relacion","Desconocido",NA,0
"16-083942-0",NA,"Hombre","Soltera","Primaria","Chihuahua",47,"Adultez","Soltera","Basico",NA,0
"16-083944-0",NA,"Mujer","Union libre","Secundaria","Chihuahua",26,"Juventud","Relacion","Medio",NA,0
"16-083955-0",NA,"Mujer","Soltera","Primaria","Veracruz de Ignacio de la Llave",37,"Adultez","Soltera","Basico",NA,0
"16-083959-0",NA,"Hombre","Soltera","Preparatoria","Portal",24,"Juventud","Soltera","Medio",NA,0
"16-083964-0","2021-05-10","Hombre","Viuda","Secundaria","Guerrero",30,"Juventud","Desconocido","Medio",2021,0
"16-083965-0",NA,"Hombre","Soltera","Preparatoria","Veracruz de Ignacio de la Llave",25,"Juventud","Soltera","Medio",NA,0
"16-083979-0","2023-04-30","Hombre","Soltera","Primaria","Michoacán de Ocampo",34,"Adultez","Soltera","Basico",2023,0
"16-083984-0","2023-05-13","Hombre","Casada","Secundaria","Michoacán de Ocampo",56,"Adultez","Relacion","Medio",2023,0
"16-083991-0","2022-10-10","Hombre","Union libre","Licenciatura","Zacatecas",25,"Juventud","Relacion","Superior",2022,0
"16-083995-0",NA,"Hombre","Union libre","Primaria","Portal",39,"Adultez","Relacion","Basico",NA,0
"16-084003-0","2023-05-21","Hombre","Soltera","Secundaria","Baja California Sur",67,"Adultez Mayor","Soltera","Medio",2023,0
"16-084003-1","2023-06-15","Hombre","Soltera","Secundaria","Baja California Sur",67,"Adultez Mayor","Soltera","Medio",2023,0
"16-084009-0","2023-04-13","Hombre","Soltera","Preparatoria","Morelos",16,"Adolescencia","Soltera","Medio",2023,0
"16-084010-0",NA,"Mujer","Separada","Secundaria","Portal",41,"Adultez","Separada/Divorciada","Medio",NA,0
"16-084013-0",NA,"Hombre","Casada","Secundaria","Guerrero",39,"Adultez","Relacion","Medio",NA,0
"16-084020-0","2023-03-02","Hombre","Casada","Primaria","Michoacán de Ocampo",37,"Adultez","Relacion","Basico",2023,0
"16-084022-0","2022-09-10","Mujer","Soltera","Preparatoria","Guerrero",15,"Adolescencia","Soltera","Medio",2022,0
"16-084026-0",NA,"Hombre","Soltera","Primaria","Veracruz de Ignacio de la Llave",25,"Juventud","Soltera","Basico",NA,0
"16-084029-0","2019-11-29","Hombre","Soltera","Primaria","Guanajuato",29,"Juventud","Soltera","Basico",2019,0
"16-084032-0",NA,"Hombre","Soltera","Preparatoria","Portal",49,"Adultez","Soltera","Medio",NA,0
"16-084046-0","2023-07-27","Mujer","Soltera","Preparatoria","México",19,"Juventud","Soltera","Medio",2023,0
